text,hate_label,english_translation,label,post_id
URL අපි දන්නවා ශිරන්ති කියලා. මොකද පවුලේ බලය සහොදරයෝ අතරේ බෙදිලා ගියොත් අනාගතේ නාමල් බේබිව ජනාධිපති කරන්න අමාරු වෙනවා නේ.#lka #2020PreElection  #SriLanka Ada Derana Sinhala @USER  · 17 Aug 2018  ජනාධිපති අපේක්ෂකයා ගෝඨා නෙමෙයි මහින්ද URL,NOT,"URL We know Shiranthi.Because the power of the family is divided among the brothers, Namal Baby is not difficult to do.",1,1030456997546622976
හම්මට පොඩි යකෝ.. බිජ්ජො.. වේසි,HOF,Small to the skins .. Bojj. Way,0,957716580044963840
"@USER මේ හරකුන්ගෙන්, අලාභය හා දඩ මුදලක් අය කොරන්ට..! ජනතා පරමාධිපත්‍ය විනාශ කරපු එවුන්ට රටේ සාමාන්‍ය නීතියෙන් දඩුවම් ලබාදිය යුතුයි..!!! මේවා වහල් හිකනලුන්ගේ මහරජාගේ මෝඩ චුන්..!!!",HOF,"@Ser's coron, loss and finesThe people who destroyed the sovereignty should be punished by the common law of the country.These are the stupid chunja's stupid chun, of slaves Hakenolun .. !!!",0,1098948986348670976
@USER ඇත්තටම බන්. අන්තිමට ඉවර වෙන්නෙම රාජපක්ෂගේ පස්ස ලෙවකන එකෙක් කියල.,HOF,"@User really bun.Finally, it is one of the licking Rajapakse.",0,1179246834658750466
@USER මේන් බලන්න ඔයාට බැල්ලි ලු.... ගෝප්ස් @USER  · 13 Jun 2018 කොල්ලෙක්ට බල්ලා කියන්න ඒ කෙල්ල බැල්ලියෙක් වෙන්නෝනි.කුනුහරුප කිව්වත් කමන්නෑ...බල්ලා කියල මනුස්සයෙක්ට කියන්න හොද නෑ. URL,HOF,@Ser Mainaine you're bitten .... Gops @user · 13 Jun 2018 guy don't know the dog to tell the dog.URL,0,1006804996271243264
"පකිස්තානෙටත් ගහල, බංගලාදේශෙටත් ගහල, ඉන්දියාවටත් ගහල, එංගලන්තෙටත් ගහල, ඕස්ට්‍රේලියාවටත් ගහල, වෙස්ට් ඉන්ඩීස්ලටත් ගහල, දකුණු අප්‍රිකාවටත් ගහල තමයි මේ පාර නන් පස්ස බලන්නේ...  බොරුනන් බලහන්...  කියල හිතන එකට තමයි පොසිටිව් තින්කින් කියන්නෙ  #positivethinking #CWC19",NOT,"Pakistani's coastal, group, tooth, tooth and Africa, Australia, Australia, Australia and South Africa is a positivedinking # cwc19",1,1136126085517664256
කරැනාකර කියවන්න තවකෙනෙක්ට කියවන්න ශෙයා කරන්න ඇඩ්මින් සටහන- මේක කියවලා කදුළු ආවෙ නැත්තම් උඹ ශ්‍රී ලාංකිකයෙක්... URL,NOT,"Read more to another reading Admin Note - If you read this, you're a Sri Lankan ... URL",1,677798120173002752
@USER අනේ කාලෙ වනේ වාසෙ කීවලු,NOT,"@Useer, I was living in the day",1,1151146548392103936
"ඔය ශ්‍රීපාදය නෙවෙයි හීරා කන්ද. ""Mount Hira"" දන්නේ නැති දේවල් කියවන කොට බලාගෙනයි,  මෝඩ කම ප්‍රදර්ශනය වෙනවා. RISE_UP @USER  · 5 Jul 2020 දැනගෙන ජිවත්වෙමු.එකතුව එකාමෙන් සිහල අපි බුද්දිමත්ව විසදුම් සොයමු.",HOF,"The Mount Hyra is not the Sri Lankan.""Mount Hira"" shows the stupid method, when reading things not known.Let Rise_up · 5 Jul 2020 Living.",0,1279755594472120325
@USER සජියනම් ආයේ උස උනත් මිටි උනත් රස්සානම් දෙන්නැ සත්තයි,NOT,"The @ser Zeji named the height, but the bath",1,1195846746737274881
@USER ඔය ඉතින් ඊලග බැල්ලි ප්ලග් වෙනකන් විතරයි.,HOF,@Ser that sounds only until the next bitch is plugging.,0,958153167153311744
බත්තරමුල්ලයි බොරැල්ලයි පටලගන්න මෝඩ මූසලයෙක් මං :/,HOF,Battaramulla and Borella,0,615085203619381249
"@USER බ්ලැක් පැන්තර්, අද බැට්මෑන්. හෙට ජෝකර්ට හැදෙයි ද දන්නේ නෑ",NOT,"@User Black Pantha, Today Batman.Don't even know Jakker tomorrow",1,1301737494686310401
@USER  @USER ඔයාගෙනේ පස්ස පොඩි,HOF,@Ser @ser your after you smaller,0,1136144408838004738
පිට රටින් එන හැම විදේස නියෝජිතයෙක්ම ඉස්සෙල්ලාම යන්නේ උතුරේ ^_^  යකෝ වරෙන්කො සබරගමුවට රෙද්ද අපි වේලෙනවා -_-   #prayforsrilanka  :3,NOT,We will dry up to all as long as a representative of all those who come from outside the North --_- #prayforsri,1,668448463198093313
@USER ගෑණි විකුනලා කාපිය.. මීට හොදයි,HOF,Bell Carperson of @ser women.,0,939796032459698176
"පොලිසිය හිටියතැන පිටිපස්සෙ ලාවට එලිය තියන ලයිට්කනුවක් තිබ්බා.... මං කතාව බාගෙට කියද්දි එතන හිටිය එක පොලිස්කාරයෙක් මගෙ උරහිසෙන් අල්ලලා මූන ලයිට්කනුව පැත්තට හැරෙව්වා.  හරවලා ""අම්මටසිරි බන්ඩයියෙ ඔයා"" කියලා කිව්වා.  යකෝ අයියෙ උඹ පොලොන්නරුවෙ එනවනං කලිං කියන්න එපැයි බං කියලත් කිව්වා..",NOT,"The police had a litigation that the police had a litigation to go back to the house.Debit and said, ""You are called the banda.""Yukoye brother told you to say that you were living in Polonnaruwa ..",1,1094857415533551616
මල්ලී අනේ එන්න  අපෙනුත් මල් ගන්නකෝ....  ඔය මල්ලි එන්න මගෙන් මල් ගන්න මේ පොකුරම 100 යී මන් මේ මල් ඔක්කොම දෙන්නෙ ආදරේට හරි මල්ලි මේ රෝස මලකුත් ගන්න එකක් 100යී : රෝස මල් දෙන්න කවූරුත් නෑනෙ අක්කේ  බුදු හාමුදුරුවන්ට දෙන්න ඉතින්... කැත හිත මල්ලිලගෙ... . . #මල්photography,NOT,"My brother will come, buy flowers, and give this pink flower to the pink flowers, including 100 Ye.Mallala's .....# Flowers Photography",1,1372415864599810049
@USER @USER  මොන පට්ටයක්ද එක්කො ඒ දූපත තව ටිකක් ළං වෙන්න ඕනි නැත්නම් කලපුවෙ කැත ඉවුර නොපෙනෙන්න ඕනි අහස නිල් වෙන්නෝනි :-D  @USER,NOT,"@Ser @user What is the island should be a little closer to the land, if the island is a little more, the lack of ugly banks should not see the sky blue :-d @user",1,604840722462834688
@USER සුදු ඇඳගෙන සඳ ඇවිදින් - copied,NOT,@User white wearing white and walking the moon - copied,1,1122787211047362560
"@USER අර මංගල වගේ හොඳ මනුස්සයෙක් අපරාදේ මැරුණේ...මෙන්න මේ දේශපාලන අවජාතකයා මැරෙන්න තිබේ..එස්,බී පොන්න හුත්තිගේ පුතා",HOF,"@User a good man like that wedding ... Here is the political bastard, this is the father of this political bastard",0,1430887946576564234
මේ වේස කැරියන්ව ස්ලැබ් එකක හරහට දාලා කොන්ක්‍රීට් වක්කරන්න ඕනා. Posts per month unlimited. මේ හුත්තෝ කරන්නෙ මොනවද කියලවත් දන්නවද දන්නෙ නෑ.,HOF,We have to take concrete in the slab this time.Posts per month unlimited.Do you know what's hungophoe know what to do.,0,1302504506005942273
@USER මේ මීට අවුරුද්දකට කලින් ලොක්ඩවුන් හෑල්ලු කරන උන් #ලිංගෙම්බෝ #lka (ප.ලි. පෝස්ට් වල අයිතිකරුවන් සමග පුද්ගලික ප්‍රශ්න නැත. අවශ්‍යනම් ඔබගේ ට්විට් එකද සොයා දීමට හැකිය.),HOF,"@User a year ago, they catch lockdown a year ago.",0,1391716338146545665
@USER රටේ දියුණුව සදහා කෙරෙන දෙවල්  ජනතා අයිතියට දෙනවානම් එය විවෘත කිරීමට දෙශපාලකයන්ගේ මැදිහත් වීම අනවශ්‍යයි නේද ?????,NOT,"@Ser unnecessary intervention to open the country's advancement in the country's advancement, right ?????",1,1231528741601497091
@USER  @USER ඈ යකෝ එතකොට රස්සාවට යන්නේ තෝ ද?,NOT,@Ser @ser @ser @ How does you go to work?,1,1315348304302010368
මෙහෙමත් අපරාද ලොකු කෑල්ල මට URL,NOT,And the cripple piece of the rid of this this is URL,1,610674979961597952
දන් ඉතින් අයිතිකාරයා ඇවිල්ල කෑලි ටික අහුලගෙන පලයන්,NOT,So the owner is picking up the pieces,1,1120919752212303872
@USER @USER  පල පල..උඹ හැරෙනකොට මට කියම්න පුලිවන්... ඕන්නම් DNA ටෙස්ට් එකක් කර්මුඩ ඈ?  @USER,NOT,@Ser @user fruit..Shun I can call me ... Onehan?@User,1,704314133798264833
කරන්ට් කපන්නේ නැතුව තියන්නත් පින තියෙන්න ඕන බොල... තාම එක දවසක් කැපුවේ නැහැ...,NOT,The bulle ... I still cut off one day ...,1,1110762284446441472
1 වෙනි පෝස්ටුවෙන් පසු... මොකක්ද යකෝ ඔය දාල තියෙන්නෙ....  වෙනි පෝස්ටුවෙන් පසු... මදි මදි අයිසෙ....  වෙනි පෝස්ටුවෙන් පසු... ත...ම්බින්ටත් ටිකක් රිදෙන්ඩ දාපං...,HOF,After the Positor 1 ... what's happening what you have ... after the post .... After the post ...,0,1386977011198046209
@USER @USER  @USER  පිස්සු තාම හොඳ නැද්ද?,NOT,@Ser @user @user crazy still isn't good?,1,590910246018621441
"හුත්තී  යම රජතුමා @USER  · 22 Nov 2019 පුලුවන් නම් ""හු"" අකුරෙන් පටන් ගන්න කෙල්ලෙක්ගෙ නමක් කියන්න.",HOF,"Huthuthi king @ser · 22 Nov, say a girl's name to start the letter ""Hu"".",0,1198283509556633608
@USER කව්ද මචං දුමින්ද කියන්නේ ? බූරුවෙක්ද,HOF,What is @ser who is Micchang Duminda?A donkey,0,989791267058941952
"අඩෝ පී3 ඩයල් එකක් නේ (PPPSenarathna)  P1= පොන්න, P2=පයියක් නැති P3= පකයෙක්",HOF,A Adopy P3 is (PPPSenarathna) P1 = P3 = P3 = P3 = without a pider,0,924347911583891456
@USER  @USER ඔයාටත් දාන්නම් ඩාලින්,NOT,"@Ser @user you'll put you to you, Darlein",1,1427284332935204880
⁣කනව බඩගිනියි කනව බඩගිනියි කනව බඩගිනියි කනව බඩගිනියි කනව බඩගිනියි  මහ කරුම ජීවිත බං මේව...!,NOT,"The hungry is the hungry, the hungry, the hungry, hungry, hungry, hungry ...!",1,889364527803842560
නීතී නෑ රණ්ඩු නෑ කෝල් නෑ මැසේජ් නෑ  තනිකඩ ජීවීතේ පට්ට බං පොඩි.බර්ටි @USER  · 13 Apr 2021 නීතී නෑ රණ්ඩු නෑ කෝල් නෑ මැසේජ් නෑ  තනිකඩ ජීවීතේ පට්ට බං,NOT,No Call No Call No Call No Cole,1,1381869137996046338
ලීටර් 18 කරලා ගැහුවා මදිවට දැන් රු.700ක් වැඩි කරලා අපිව නැති කරන්නද යකෝ හදන්නේ? #ගෑස්වලගෑස්,NOT,Do you build up to 18 liters and overcome Rs.# Gaswala gas,1,1403709797564764164
@USER තොරතුරු හෙළි වුණාට දඩුවම් ප්‍රමාද ඇයි මෙතරම්? @USER  @USER  @USER  @USER  @USER  @USER,NOT,"If @ser information revealed, why penalty late?@Ser @ser @user @user @user",1,905331076813307904
@USER අනේ සර් ඕක මේ අහින්සක ගොවියට කියල වැඩක් නෑ.කනව නෙමෙයි කවනව කියල කියන්න.රටේ පත් වෙන ආන්ඩුව කෘෂිකාර්මික ප්‍රතිපත්තියක් හැදුවනම් වස ගේන එක නැවැත්තුවනම් ඕක කොන්ට්‍රෝල්නෙ.ස්පීච් දීල වැඩක් නෑ..,NOT,"@Suer, sir it doesn't matter to the farmers of the country.",1,1359009222328020994
"පොහොර ආනයනය තහනම් කලාමත් බනිනව.. ආයෙ  ඒක රිවස් කලාමත් මොනවා හරි කියනව...හිතාගන්න බෑ පිස්සු වගේ නිකං කේෂර® @USER  · 4 Aug 2021  @USER හොඳම විහිළුකාරයා වෙන්න ගෝටාභය 'ස'ට හොඳ තරඟයක් දෙන්න නේද යන්නේ? හැබැයි ඒකනම් අමාරුවෙයි, අන්න රසායනික පොහොර ගැසට් එකත් රිවර්ස් කරලලු.",NOT,"The import of fertilizer is prohibited.But that's hard, that's not the chemical fertilizer gazette.",1,1422850358792003587
අර එක තාත්තට ගෑනූ 10 විතර try කරන කතාවෙ හදිසියේවත් අම්ම කෙනෙක්ගෙ පැත්තෙන් හැදුවොත් මෙවුන් කොහොම කතා හදයිද නේ?,NOT,"If you make a mother's side of the TRY, about 10 days to the story of the story, are he who is suddenly?",1,1198634263718977536
ෂනු අදින්නෙම ඇන්දොත් කොල්ලෝ ෂනු දිහා දෙපාරක් බලන විදිහේ ඇදුම්මයි අදින්නේ අනික පට්ට විදිහටනේ  මහත් වෙන්නේ වට්ටක්කා URL This Tweet is unavailable.,NOT,"If the boy looks like the kigh, seeing the shuthouse, is gaining a twenty-palm, how to look at the pumpkin URL THW Tweet is unavine.",1,732994160773435395
@USER  අනුන්ට පිස්සා කියන්නෙ පිස්සු හැදුනාමලු  @USER,NOT,@User pisza is crazy identity @user,1,604337989112619008
"මතකද පුංචි දා දුටු තැන පහත්වෙලා කඩාගෙන කාපු හැටි, ගලේ තියල අඹරල ලුණු මිරිස කොහොමද ? මතක් වෙද්දිත් කටට කෙළ උනනව... URL",NOT,"Remember, how to depart, and how do you break down the knocky salt, which is down?Remembrands but ... URL",1,612192550263328768
@USER පක ගැහුවා මම පොලේ  මට දැන් පකක් නෑ,HOF,@Ser peam I'm not on the stall now,0,1251207501510406146
සුදුවෑන්වලට මාරම මාර බයක් තියෙන ඈයෝ  අන්තවාදයට හො රට වෙන එකුන්ගෙ අත්ට පත්විම නැතිනම් සිංහලයන්ගෙ ගිලිහි යනවට බයත් නැහැ කිසිම ගානකුත් නැහැ....හැබැයි සුදුවැන්  සුදු වැන්..ඒ ලබ්බ තමයි කියන්න තියෙන්නෙ..සුදු වැන් ගැන කතාකරන්නෙ තදට රට කාලකන්නි කරන එජාප කඩේ පාරිභෝගිකයන්ය.,HOF,"Nothing is not afraid of the Sinhalese's rifle, if the limbs that have been born to the sleeve..",0,1131018244733657088
@USER අන්න ඒකයි බන් වටින්නේ... දෙයක් කරලා වේසි වගේ කියව කියව වටේ යන එවුන්ට වඩා බන්,HOF,That's more than the man who is bunn ...,0,1064021887204958208
@USER බිජ්ජ තමා   අපිට කොයින්ද බිජ්ජො කෑලි,HOF,@Serbjja is he who's what we are,0,882605154880688135
යකෝ මාත් කාලයක් උන්නා පස්සෙ ඔබලම ඇතිවෙල ඇප් එකම උගුල්ලම දැම්මා,NOT,You have made the same sore throat after that time was the same time,1,919614660403388417
අඩො තොට කනෙත් එක්ක අරිනව හරිද?? #SriLankanThreats,HOF,Do you open the staple?#Srilankanththths,0,563362997775519744
@USER පස්ස තමයි ලොකුවට පෙන්නන්නේ,NOT,The after the after the next after ~ show the boss,1,1281489308684185600
අපේ පැත්තේ රස්නෙ හැටියට මගේ පෝන් කෑල්ල මදැයි මෙයින් බේරැනා,NOT,Saured by our side as the heat of our side,1,574207558849712129
ජාති බේදයක් නැතිව සියලුම දෙනා ශ්‍රී ලාන්කිකයන් ලෙස සලකන්න...  හැබැයි මොකකටහරි කතා කරොත් ජාතිවාදේ අවුස්සනවා කියලා රෙද්ද උස්සන් එයි...,HOF,Treat everyone as Sri Lankan people without race ...,0,1244998917944532994
නීති විරෝධී ලෙස ගවයින් ප්‍රවාහනය කළ සිව්දෙනෙක් (04) නාවික හමුදා භාරයට මොනවත් කරන්න ඕනේ නැහැ මේ තමයි වෙලාව සමාජ දුශිතයෝ ඉවත් කරන්න. ලෝකයේ බොරු #HumanRights මානව හිමිකම් බල්ලාට ගිය මොහොතක් මේ. අපිත් අපේ රටේ මේ කාලකන්නි හැත්ත ඉවත් කරන්න වෙලාවක් කර ගනිමු මේ #nCoV19 #COVID19 අවස්තාව,HOF,"Four (04) illegally transporting cows, remove the time to the Navy Trust.This is a moment when the dog has gone to the human rights dog.We too get a time to remove this time of our country and remove these timely",0,1244094964067209216
@USER තෝ වගේ එවුන්ට පේන්නේ එහෙම තමා,HOF,That is what they look like @user Those,0,1210742658030694409
@USER  @USER හැම පිරිමියා ම නරක නැ ගෑණි ට ළමයි ට මවුපියන්ට සලකන පිරිමි ඕන තරම් ඉන්න වා.,NOT,@Ser @user All men want to have a bad noble woman to treat the parents to the parents.,1,1230862238644408320
@USER තව ටිකක් පරක්කු වෙලා මේවා  කරන්න තිබුණේ....දැන් මිනිස්සු poplin රෙදි වලින් මහගත්ත mask දානවා,NOT,@Ser's a little more late and they had to do ...,1,1240267464803414016
@USER ප්‍රතිපත්ති තියෙන්නේ මිනිස්සු රවට්ටන්න..,NOT,@User policies make people deceive people.,1,1187666124936220672
@USER ඔව් එය ඉහලින්ම පිපුණා,NOT,@User yes it was the top,1,1196232398737944576
@USER @USER  හරි දැං මගෙන් තමුසෙ ඇහුවා කියලා දැම්මේ නෑනේ :V,NOT,"@Ser @user, you didn't ask me asked by me: v",1,646687412819615745
Twitter එකට පොදු අවුරුදු උත්සවයක් නැති එක හෙන පාඩුයි බොල!,NOT,Twitter to a full year festival!,1,586168124853977089
@USER  බිජ්ජෝ මගේ රෙද්ද ගලවන්නනේද හැදුවේ. #සුකියාඑක්කපැලයක් එකේ. වෙන එකෙක්ගේ playlist එකක් හිංදා බේරුනා.,HOF,Bojj also also made my cloths of cloth.# On a sucreen-consume.Survaged a playlist of another.,0,1254175390660128770
@USER හම්සා නැමති වල් බල්ලා! ඌ කිව්වා ඌව බෝඩිමෙන් එලියට දැම්මා කියලා 4/21 ප්‍රහාරෙන් පස්සේ හෙන පචයක් මේකේ! ජාතිවාදීයා!,HOF,@Ser Hamza wild dog!She said that after the 42011 attacks on the boarding of the 4/21!The racist!,0,1192883530654797825
ජාතිවාදී Tweets දාන්න එපා රෙද්ද....  ඔය මොන්ගල් ගතිය අතහැරපල්ලකෝ...  . .  URL This Tweet is unavailable.,HOF,Cloth not to put racist tweets .... that sail you..URL THIS TWEET IS UNAVAILABLE.,0,780425366405992448
@USER ඔයා දන්නවනෙ ඉතින් ඩාලින් අපි හොඳ ළමයි කියලා,NOT,"@User you know, so Dalin we are good kids",1,1349734808730050564
"@USER ,  @USER  @USER ඒක තමා භල්ලෝ කිව්වේ වර ගෙදර.. දෙන්නම් තොට කේක් විතරක් නෙමේ ඉල්ලන් ඕන මඟුලක්",HOF,"@Ser, @user @user he said he was once home.",0,1246067652109336577
දෙමළ සක්කිලි බල්ලන්ව නාවමූ Sadisha Nimsara @USER  · 20 Jul 2019 නාන්න කියාපු දවස twitter.com/thamindu_/stat…,HOF,Tamil skinning dogs Nimser @user @user @user @ser · 20 Jul 2019 Twitter.com/thamindu_/statt.,0,1152588127032270848
@USER අනේ පලයන් කොල්ලො යල්ල   @USER  @USER  @USER,NOT,@User @ser palane boys yard @user @user @user @user,1,759966724728852480
"ඊයේ ඔබ පාසලේදි බඩුව යැයි විහිලු කල කෙල්ල ඇත්ත්තටම නොපිපුන මලක්ය  ඔබ මෝඩයා කිව්වේ අම්මා නැති අහිංසකයෙක්ටය.. හැමදාම කැන්ටිමෙන් නොකන ඔහු ලෝබයෙකය, ඔහු හැදෙන්නේ ආච්චි ලග කියා ඔබ දන්නේ නැත ඊයේ හවස ඔබ තල්ලු කලේ අම්මා නැති ගෙදර අම්මා උන ලොකු අක්කාය..",NOT,You didn't even know that you didn't know that the girl was in the case of school yesterday.,1,1160081062707380225
@USER  @USER    ඇයි පකෝ තෝ කෝල් කරන්න නෙවෙයිද ඉල්ලුවෙ නොදකින් උබත් ගොලු කාන්ති වගේ...ඊය යකෝ පිරිමි කම ලැට් එකේ දොරට හේත්තු කරහන් කුක්කු බිලිංජා,HOF,@Ser @user Why is you not calling you called Kanthi? Eight like darkening of the men's latter on the door of the latter,0,1023221912401600514
සහතික ඇත්ත මූත් මෝඩ චූන් දෙන්න පටන්ගෙන. URL,NOT,Certificates real moo and begin to stupid Chunn.URL,1,681046086258135040
@USER පාර්ලිමේන්තුවේ ඉන්න පිස්සු ටික මදිකමට මේ දෙන්නත් පිස්සු දොඩවනවා...  #CoupLK #ConstitutionalCrisisSriLanka #ImpeachSirisena,HOF,@Ser's crazy is crazy to lady in parliament ... #oublelk #consizrilanka #impeachsirisyna,0,1064631409564893185
අපේ බීටීස ආමී එකට එක එක ඒවා කියන්නේ උබලට හරියට දෙයක් කරගන්න පුළුවන් වගේනේ ඉරිසියාකාර කුහක හැත්ත... ඔයාලා ඉන්බොක්ස් එන්න නංගී බොරුවට මුං එක්ක කියවගන්නැතුව අපි කතා කරමු...,HOF,"One part of our Better is one of the hypocrites that you can make something right, you will talk to you to read the sister sister, who lies ...",0,1386725258627993605
@USER ටහුඩු පයිතගරස්ගෙ අම්ම ඔයාද,NOT,The mother of the mother of @user Tuahu Pythagoras,1,777536155000594433
@USER අනික ගෑණි ඉන්නෙ මංගල ඇඳුමෙන්. කෝමද උදේ ඉදලා වෙඩිමේ ඉදලා රෑට එහෙම සැට් වෙනකොට.,NOT,"@User the other woman in a wedding suit.When the winds and emerging from the morning, when you sat at night.",1,1343034085887774720
@USER  @USER    පක තමයි ජය ගන්නෙ. අනේ හුත්තිගෙ පකයෝ හැමිනෙන්නෙ නැතුව හිටපන්.,HOF,"@Ser @uster wins.Oh, hatugigi pierce, staying.",0,1418841779076542465
@USER @USER අනේ බොල මෙච්චර වෙලා නොකා හිටියා වගේනේ කතාව ...,NOT,@Ser @user inexpension like that the blees were so long ...,1,587902150593740801
@USER පලයන් ඇන්ටි බලාගෙන ඇති   @USER,NOT,@User's @user,1,778635493722300416
@USER මෙයා මේ ගස්ලබ්බක් කතා කරනෝ...කොත්තු කඩයක උනා නම් බැරියැ....හොටෙල් එකක බොල,NOT,@Ser-speaking of these Phalabuck ... If he was in Kottu .... Body in a hotel,1,987022413610139648
"මේ වගෙ මීහරක් ඉන්නකම් කොහොමද රටේ මාර්ග නීති ගැන කතා කරන්නේ  ඇම්බියුලන්ස් - හරි ෆයර් ට්‍රක්ස් - හරි බස් - තමුසේ බීලද මනුස්සයෝ? රටේ බාගෙට බාගයක් මිනිස්සු මැරෙන්නෙ කාලකණ්ණි බස් කාරයෝ නිසා. ඔය වීඩියො එකේ ඉන්න උන් වගේ. බස් වල එදිනෙදා යන අපිට බස්කාරයොන්ගෙ යෑම ගැන කියලා දෙන්න එපා  T J @USER  · 13 Oct 2019 What you expect here? We are not the people who judge this ?   Bus, ambulance, fire trucks has right of way rule !   Don’t criticize too much public transport",HOF,"How's the country's road laws talk about the road rules of this cultivation - Ok Fire Trurocz - Okay, Fire Trurs - Okay Bus - Bee?Half of the country because people die because of the misery buses.Like they're in the video.T. J@user · 13 Oct 2019 What 2019 What You Expecthe isWE ARE NOT THE PEOPLE WHO JUDGE THIS?Bus, Ambulance, Fire Trucks HAS RIGHT OF WAY RULE!Don't Criticize Too Much Public Transport",0,1183371022340218880
@USER @USER  ඔයා අර බඩුව කියලා කිව්ව එක්කෙනාද :P,HOF,@Ser @user you asked that base: p,0,720599417242329088
අයියලාගෙ බල්ලා පොමනේරියන් කෑල්ලක් උස්සලා අපේ ගෙදර ගෙනල්ල  මට තියෙන ප්‍රශ්න මදිවට බලු ප්‍රේම සබදතාත් විසදන්න වෙලා .,NOT,The dog's dog was lifted and brought home a piece of polenes and to solve my questions.,1,575692265433141248
"@USER ,  @USER  @USER කොන් වෙන්නේ නැතුව තියෙයිද බොල අර වගේ #10YearChallenge දැම්මම",NOT,"@Ser, @user @user won't be the bolted # 10YEARCALLENGE",1,1086284677504061441
"@USER ,  @USER  @USER තොපි ඕව කියල එයා මොනව හරි කරගත්‍ තොත් FCID එකට මේක දෙනවා .",NOT,"@Ser, @ser @user @user @ser @ser @ser @user leiry, he'll give you the FCID.",1,915530402181218304
@USER  @USER නංගිලට යකෝ කියන්නෙපා පකෝ >_<,HOF,Yaka to @ser @ser sister Pokule,0,997487459511480320
ඒක තැබිලි ගහක්ද..පොල් ගහක්ද.. මොනවද අයිසෙ ඔය බලන්නෙ. මම කියුවෙ අර ගහ ගැන The following media includes potentially sensitive content. Change settings View,NOT,It was a liter tree. What is the right?I told that fooling media includes protentially sensitive content.Change Settings View,1,1058993267889459200
@USER නංගිව ක්‍රොස් කරන්නද?  (බැල්ලි කිව්වොත් බනින නිසා නංගි කිව්වා ),NOT,"Do you Cross @ser sister?(Shishingy, because the bitch said)",1,1129937590239449090
එහෙනම් මට කලින් තෝ තමයි නිදියන්න ඕන,NOT,Then I have to sleep before,1,1336742289637425152
@USER තෝ ගල් බමුණා වගෙ යන්නේ පොටෝ එකක් දාපන්කෝ,HOF,@User tho stone blows,0,972322677359693824
සිය පියාගේ මරණය අමතක කර දරුවන් බේරා ගන්නට මරු කටට ගිය වෛද්‍යවරයාගේ වීරක්‍රියාව URL,NOT,Weerator's Weerakrih URL to forget his father's death and rescue children,1,1017084018280427520
ආශික්ලන්තයේ ආශ්චර්යය...   'ව්‍යාපාර කරන්න දන්නැති නම් දැන්ම ඔබේ ගමෙත් පටන්ගන්න..' 'පොන්න වඳුරු රැලට එක්වෙන්න...'  #Racism #Muslims #LKA Shihar Hassan @USER  · 25 Jun 2019 Dankotuwa Public Market (Pola) is banned for Muslim traders to 'protect the peaceful situation'   Well done!!   #LKA,HOF,"The miracle of the Lord ... 'If you don't know to do business, join the Dankotuwa Public Market (Pola 2019 Dankotuwa Public Market) is banned for muslimTraders to 'Protect the Peaceful Situation' Well Done !!#Kak",0,1143441393794158593
අන්න යාපනේ පැත්තෙ සිරාගේ රෙද්දේ සහජීවනේ රෙද්ද පල්ලෙන් බේරෙනවා #lka,HOF,That's on the side of Jaffna Sandeewa Cloth Surviva Texties,0,790171820347445248
අන්න අදත් රට ඉදලා ආපු ගොන් පකයිලා පිස්සු නටලා. මොකට ඕකුන් ගෙන්න ගන්නවද මන්දා.,HOF,That's why bullfront had come to the country today.Why do you get them?,0,1257291635957915648
මට ඕන උනේ අර සෙට් වෙච්ච යාළුවෝ ටික දැකැලා කතාබහ කරලා memmories හදාගන්න..   මේ කොහෙවත් ඉන්න ගොන් හිකනල්ලු මීටප් එකක් තියෙද්දිත් එන්නෙ නැතුව කෑගහන්නෙ තියන පැලියාවට කියලා හොඳටම තේරෙනවා..   තොපෙ පැලියාවට බලන් ඉන්න බැරිනන් කටයි පුකයි වහන් හිටහන්..   අන්තිමට කියන්න තියෙන්නෙ..,HOF,"I just wanted to talk to those set friends. Finally, you have to shout with a bull-free night.",0,1143206349452431360
@USER  @USER    තොපිලගෙ පස්ස පැත්ත කූඹි කනවද??? ආවු ආවු ගාන්නේ,HOF,@Ser @ser @user's back side of the side of the side ???Anew,0,1449083212521635840
@USER එතකොට රෝහිත ? මුන් ඔක්කොම හොරු තමයි හලෝ,NOT,@User then Rohitha?They are all thieves hello,1,1209456466945593345
ලස්සනම් පස්ස  @USER රත්තා @USER  · 12 May 2018 .ටුවිටර් එකේ ඉන්න තඩි පස්සක් තියෙන කෙල්ල කවුද? Show this thread,NOT,"Lit the Peaser, after the Peaser · 12 mayerShow this thread",1,1067085402849206272
@USER දිමුත් ගැටලුවක් නැත .නමුත් පළපුරුද්ද අඩුයි.,NOT,@Ser's not a problem .But it is less experience.,1,1119865251837751296
@USER එයි පිස්සු නේ පරිස්සමෙන් ඉන්න ඔනේ නේ,NOT,"@Ser's crazy, stay careful",1,1079015085228478464
මොන ලබ්බක්ද යකෝ. කොළඹ ලස්සන පොටෝ එකක් ගන්න නෑනේ. අර කොළුකාරයගෙ  පොටෝ බැනර් හැමතැනම.,HOF,What a Labbed.You don't have a beautiful poto in Colombo.That is the coole banner everywhere.,0,858131528227840000
"@USER ,  @USER  @USER ටහුඩු.කෙලියා නේද",NOT,"@User, @user @user tudeliya",1,1311372216253116416
