id,label
task1a_test_2230,HOF
task1a_test_2231,NOT
task1a_test_2232,HOF
task1a_test_2233,NOT
task1a_test_2234,NOT
task1a_test_2235,NOT
task1a_test_2236,NOT
task1a_test_2237,NOT
task1a_test_2238,NOT
task1a_test_2239,HOF
task1a_test_2240,NOT
task1a_test_2241,HOF
task1a_test_2242,HOF
task1a_test_2243,HOF
task1a_test_2244,NOT
task1a_test_2245,HOF
task1a_test_2246,NOT
task1a_test_2247,NOT
task1a_test_2248,NOT
task1a_test_2249,NOT
task1a_test_2250,NOT
task1a_test_2251,NOT
task1a_test_2252,NOT
task1a_test_2253,HOF
task1a_test_2254,NOT
task1a_test_2255,NOT
task1a_test_2256,NOT
task1a_test_2257,NOT
task1a_test_2258,NOT
task1a_test_2259,HOF
task1a_test_2260,HOF
task1a_test_2261,NOT
task1a_test_2262,NOT
task1a_test_2263,NOT
task1a_test_2264,NOT
task1a_test_2265,NOT
task1a_test_2266,HOF
task1a_test_2267,NOT
task1a_test_2268,NOT
task1a_test_2269,HOF
task1a_test_2270,HOF
task1a_test_2271,NOT
task1a_test_2272,HOF
task1a_test_2273,NOT
task1a_test_2274,NOT
task1a_test_2275,NOT
task1a_test_2276,NOT
task1a_test_2277,NOT
task1a_test_2278,HOF
task1a_test_2279,HOF
task1a_test_2280,NOT
task1a_test_2281,HOF
task1a_test_2282,NOT
task1a_test_2283,HOF
task1a_test_2284,HOF
task1a_test_2285,HOF
task1a_test_2286,HOF
task1a_test_2287,NOT
task1a_test_2288,NOT
task1a_test_2289,NOT
task1a_test_2290,HOF
task1a_test_2291,NOT
task1a_test_2292,HOF
task1a_test_2293,NOT
task1a_test_2294,NOT
task1a_test_2295,HOF
task1a_test_2296,NOT
task1a_test_2297,NOT
task1a_test_2298,NOT
task1a_test_2299,NOT
task1a_test_2300,NOT
task1a_test_2301,NOT
task1a_test_2302,HOF
task1a_test_2303,NOT
task1a_test_2304,HOF
task1a_test_2305,HOF
task1a_test_2306,NOT
task1a_test_2307,HOF
task1a_test_2308,NOT
task1a_test_2309,NOT
task1a_test_2310,NOT
task1a_test_2311,HOF
task1a_test_2312,HOF
task1a_test_2313,NOT
task1a_test_2314,NOT
task1a_test_2315,HOF
task1a_test_2316,NOT
task1a_test_2317,NOT
task1a_test_2318,NOT
task1a_test_2319,HOF
task1a_test_2320,NOT
task1a_test_2321,NOT
task1a_test_2322,HOF
task1a_test_2323,HOF
task1a_test_2324,NOT
task1a_test_2325,HOF
task1a_test_2326,HOF
task1a_test_2327,NOT
task1a_test_2328,NOT
task1a_test_2329,HOF
task1a_test_2330,HOF
task1a_test_2331,NOT
task1a_test_2332,HOF
task1a_test_2333,NOT
task1a_test_2334,HOF
task1a_test_2335,HOF
task1a_test_2336,NOT
task1a_test_2337,NOT
task1a_test_2338,HOF
task1a_test_2339,NOT
task1a_test_2340,NOT
task1a_test_2341,NOT
task1a_test_2342,HOF
task1a_test_2343,NOT
task1a_test_2344,HOF
task1a_test_2345,NOT
task1a_test_2346,NOT
task1a_test_2347,NOT
task1a_test_2348,HOF
task1a_test_2349,NOT
task1a_test_2350,HOF
task1a_test_2351,HOF
task1a_test_2352,HOF
task1a_test_2353,NOT
task1a_test_2354,NOT
task1a_test_2355,NOT
task1a_test_2356,NOT
task1a_test_2357,HOF
task1a_test_2358,HOF
task1a_test_2359,NOT
task1a_test_2360,HOF
task1a_test_2361,NOT
task1a_test_2362,HOF
task1a_test_2363,HOF
task1a_test_2364,NOT
task1a_test_2365,NOT
task1a_test_2366,NOT
task1a_test_2367,HOF
task1a_test_2368,NOT
task1a_test_2369,NOT
task1a_test_2370,NOT
task1a_test_2371,HOF
task1a_test_2372,NOT
task1a_test_2373,HOF
task1a_test_2374,NOT
task1a_test_2375,NOT
task1a_test_2376,HOF
task1a_test_2377,HOF
task1a_test_2378,HOF
task1a_test_2379,NOT
task1a_test_2380,NOT
task1a_test_2381,HOF
task1a_test_2382,NOT
task1a_test_2383,HOF
task1a_test_2384,HOF
task1a_test_2385,NOT
task1a_test_2386,NOT
task1a_test_2387,HOF
task1a_test_2388,HOF
task1a_test_2389,HOF
task1a_test_2390,HOF
task1a_test_2391,NOT
task1a_test_2392,HOF
task1a_test_2393,NOT
task1a_test_2394,HOF
task1a_test_2395,NOT
task1a_test_2396,NOT
task1a_test_2397,NOT
task1a_test_2398,HOF
task1a_test_2399,NOT
task1a_test_2400,NOT
task1a_test_2401,NOT
task1a_test_2402,NOT
task1a_test_2403,NOT
task1a_test_2404,HOF
task1a_test_2405,NOT
task1a_test_2406,HOF
task1a_test_2407,NOT
task1a_test_2408,NOT
task1a_test_2409,NOT
task1a_test_2410,NOT
task1a_test_2411,NOT
task1a_test_2412,NOT
task1a_test_2413,NOT
task1a_test_2414,HOF
task1a_test_2415,HOF
task1a_test_2416,NOT
task1a_test_2417,HOF
task1a_test_2418,NOT
task1a_test_2419,NOT
task1a_test_2420,HOF
task1a_test_2421,HOF
task1a_test_2422,HOF
task1a_test_2423,HOF
task1a_test_2424,NOT
task1a_test_2425,NOT
task1a_test_2426,HOF
task1a_test_2427,NOT
task1a_test_2428,NOT
task1a_test_2429,NOT
task1a_test_2430,NOT
task1a_test_2431,NOT
task1a_test_2432,NOT
task1a_test_2433,NOT
task1a_test_2434,HOF
task1a_test_2435,HOF
task1a_test_2436,NOT
task1a_test_2437,NOT
task1a_test_2438,NOT
task1a_test_2439,NOT
task1a_test_2440,NOT
task1a_test_2441,NOT
task1a_test_2442,NOT
task1a_test_2443,HOF
task1a_test_2444,NOT
task1a_test_2445,HOF
task1a_test_2446,HOF
task1a_test_2447,NOT
task1a_test_2448,NOT
task1a_test_2449,NOT
task1a_test_2450,HOF
task1a_test_2451,NOT
task1a_test_2452,NOT
task1a_test_2453,NOT
task1a_test_2454,NOT
task1a_test_2455,NOT
task1a_test_2456,NOT
task1a_test_2457,HOF
task1a_test_2458,HOF
task1a_test_2459,HOF
task1a_test_2460,HOF
task1a_test_2461,NOT
task1a_test_2462,NOT
task1a_test_2463,NOT
task1a_test_2464,HOF
task1a_test_2465,NOT
task1a_test_2466,HOF
task1a_test_2467,NOT
task1a_test_2468,NOT
task1a_test_2469,NOT
task1a_test_2470,NOT
task1a_test_2471,NOT
task1a_test_2472,NOT
task1a_test_2473,HOF
task1a_test_2474,NOT
task1a_test_2475,NOT
task1a_test_2476,HOF
task1a_test_2477,NOT
task1a_test_2478,NOT
task1a_test_2479,NOT
task1a_test_2480,NOT
task1a_test_2481,NOT
task1a_test_2482,NOT
task1a_test_2483,NOT
task1a_test_2484,NOT
task1a_test_2485,HOF
task1a_test_2486,HOF
task1a_test_2487,HOF
task1a_test_2488,NOT
task1a_test_2489,NOT
task1a_test_2490,HOF
task1a_test_2491,NOT
task1a_test_2492,NOT
task1a_test_2493,HOF
task1a_test_2494,NOT
task1a_test_2495,HOF
task1a_test_2496,NOT
task1a_test_2497,NOT
task1a_test_2498,HOF
task1a_test_2499,NOT
task1a_test_2500,HOF
